date,category,region,units_sold,stock_available,avg_price,promotion_flag
2023-04-18,Dairy,North,1079,7023,5.818,1
2023-04-18,Dairy,South,892,6356,5.403409090909091,1
2023-04-18,Dairy,West,1039,6860,5.5455813953488375,1
2023-04-18,Instant Food,North,273,2291,6.097857142857143,1
2023-04-18,Instant Food,South,329,2489,5.192666666666667,1
2023-04-18,Instant Food,West,216,1740,5.398333333333333,1
2023-04-18,Snacks,North,308,1873,5.220833333333333,1
2023-04-18,Snacks,South,207,1238,5.609999999999999,1
2023-04-18,Snacks,West,281,1685,5.004545454545454,1
2023-04-19,Beverages,North,55,341,6.785,1
2023-04-19,Beverages,South,40,369,6.29,0
2023-04-19,Beverages,West,53,380,6.533333333333334,0
2023-04-19,Dairy,North,948,6535,5.724883720930232,1
2023-04-19,Dairy,South,943,6778,4.781951219512195,1
2023-04-19,Dairy,West,1040,7101,5.13047619047619,1
2023-04-19,Instant Food,North,297,2064,4.576153846153846,1
2023-04-19,Instant Food,South,156,1174,5.071111111111112,1
2023-04-19,Instant Food,West,331,2091,5.616666666666667,1
2023-04-19,Snacks,North,261,1423,4.38,1
2023-04-19,Snacks,South,284,1894,5.461818181818182,1
2023-04-19,Snacks,West,190,1325,5.4557142857142855,1
2023-04-20,Beverages,North,63,593,4.683333333333334,0
2023-04-20,Beverages,South,67,497,5.38,0
2023-04-20,Beverages,West,48,325,6.625,0
2023-04-20,Dairy,North,929,6973,4.736511627906977,1
2023-04-20,Dairy,South,1034,7061,5.555555555555555,1
2023-04-20,Dairy,West,1234,7990,4.878936170212766,1
2023-04-20,Instant Food,North,338,2290,4.9957142857142856,1
2023-04-20,Instant Food,South,291,2192,4.95,1
2023-04-20,Instant Food,West,290,2146,4.8075,1
2023-04-20,Snacks,North,317,2357,4.929230769230769,1
2023-04-20,Snacks,South,239,1663,5.675833333333333,1
2023-04-20,Snacks,West,316,2208,6.059285714285714,1
2023-04-21,Beverages,North,105,583,5.203333333333333,1
2023-04-21,Beverages,South,68,485,4.32,1
2023-04-21,Beverages,West,26,202,3.545,0
2023-04-21,Dairy,North,993,6559,5.421162790697675,1
2023-04-21,Dairy,South,962,6513,4.743636363636363,1
2023-04-21,Dairy,West,1153,7269,5.2908888888888885,1
2023-04-21,Instant Food,North,284,2100,5.21,1
2023-04-21,Instant Food,South,253,1878,5.3525,1
2023-04-21,Instant Food,West,275,1894,5.6125,1
2023-04-21,Snacks,North,374,2348,5.6273333333333335,1
2023-04-21,Snacks,South,326,2360,6.673333333333333,1
2023-04-21,Snacks,West,314,1952,4.590833333333333,1
2023-04-22,Beverages,North,29,260,5.395,0
2023-04-22,Beverages,South,33,351,6.615,0
2023-04-22,Beverages,West,68,386,4.456666666666667,1
2023-04-22,Dairy,North,947,6849,4.971951219512195,1
2023-04-22,Dairy,South,1056,6712,5.83909090909091,1
2023-04-22,Dairy,West,1060,7030,5.581739130434783,1
2023-04-22,Instant Food,North,280,2091,5.583571428571429,1
2023-04-22,Instant Food,South,184,1372,5.303333333333334,1
2023-04-22,Instant Food,West,288,2119,5.302307692307693,1
2023-04-22,Snacks,North,230,1821,4.930909090909091,1
2023-04-22,Snacks,South,239,2015,5.204615384615384,0
2023-04-22,Snacks,West,311,2327,5.595,1
2023-04-23,Beverages,North,37,311,6.18,0
2023-04-23,Beverages,South,102,395,3.55,1
2023-04-23,Beverages,West,53,436,5.075,0
2023-04-23,Dairy,North,1005,6814,5.424888888888889,1
2023-04-23,Dairy,South,885,6443,5.900952380952381,1
2023-04-23,Dairy,West,1107,7075,4.761818181818182,1
2023-04-23,Instant Food,North,301,2082,6.465384615384616,0
2023-04-23,Instant Food,South,276,2029,5.656923076923078,1
2023-04-23,Instant Food,West,316,1962,4.735384615384616,1
2023-04-23,Snacks,North,314,2446,5.880714285714285,1
2023-04-23,Snacks,South,269,2530,4.615333333333334,0
2023-04-23,Snacks,West,321,2134,4.662307692307692,1
2023-04-24,Beverages,North,23,246,5.37,0
2023-04-24,Beverages,South,50,376,2.8600000000000003,0
2023-04-24,Beverages,West,41,336,6.4350000000000005,0
2023-04-24,Dairy,North,979,7147,5.74625,1
2023-04-24,Dairy,South,1042,6405,5.13075,1
2023-04-24,Dairy,West,1009,6266,5.845000000000001,1
2023-04-24,Instant Food,North,188,1357,4.593999999999999,1
2023-04-24,Instant Food,South,323,2087,5.54,1
2023-04-24,Instant Food,West,306,2289,5.2784615384615385,1
2023-04-24,Snacks,North,256,2235,5.5371428571428565,0
2023-04-24,Snacks,South,301,2081,5.312857142857142,1
2023-04-24,Snacks,West,312,2277,4.973846153846154,1
2023-04-25,Beverages,North,61,451,4.6466666666666665,0
2023-04-25,Beverages,South,18,172,5.115,0
2023-04-25,Beverages,West,32,311,4.4350000000000005,0
2023-04-25,Dairy,North,935,7109,5.603720930232559,1
2023-04-25,Dairy,South,1053,6710,5.14953488372093,1
2023-04-25,Dairy,West,1072,7550,5.659375,1
2023-04-25,Instant Food,North,299,2212,4.447692307692308,1
2023-04-25,Instant Food,South,296,1983,5.884615384615385,1
2023-04-25,Instant Food,West,340,2074,4.53923076923077,1
2023-04-25,Snacks,North,279,2007,4.525,1
2023-04-25,Snacks,South,209,1579,4.523000000000001,0
2023-04-25,Snacks,West,264,2116,4.326153846153846,1
2023-04-26,Beverages,North,55,416,5.43,0
2023-04-26,Beverages,South,97,386,6.515,1
2023-04-26,Beverages,West,30,326,6.315,0
2023-04-26,Dairy,North,965,6876,4.57,1
2023-04-26,Dairy,South,1246,7681,5.195106382978723,1
2023-04-26,Dairy,West,1042,7001,5.466744186046512,1
2023-04-26,Instant Food,North,258,1856,5.346363636363636,0
2023-04-26,Instant Food,South,272,2071,4.6,1
2023-04-26,Instant Food,West,340,2554,5.602142857142858,1
2023-04-26,Snacks,North,272,1899,4.855,1
2023-04-26,Snacks,South,160,1338,5.378888888888889,0
2023-04-26,Snacks,West,466,2467,5.206,1
2023-04-27,Beverages,North,14,140,2.665,1
2023-04-27,Beverages,South,63,491,6.726666666666667,0
2023-04-27,Beverages,West,98,581,6.46,1
2023-04-27,Dairy,North,924,6680,5.24953488372093,1
2023-04-27,Dairy,South,1037,7006,5.486304347826087,1
2023-04-27,Dairy,West,1152,7350,5.283333333333333,1
2023-04-27,Instant Food,North,246,1897,5.001666666666666,1
2023-04-27,Instant Food,South,235,1694,6.038181818181818,1
2023-04-27,Instant Food,West,321,2123,5.513076923076923,1
2023-04-27,Snacks,North,253,1960,4.714615384615384,1
2023-04-27,Snacks,South,219,1725,5.2683333333333335,1
2023-04-27,Snacks,West,272,1873,5.184166666666667,1
2023-04-28,Beverages,North,65,458,6.496666666666666,0
2023-04-28,Beverages,South,66,537,6.213333333333334,0
2023-04-28,Beverages,West,54,430,5.653333333333333,0
2023-04-28,Dairy,North,1152,7779,5.191276595744681,1
2023-04-28,Dairy,South,982,6916,5.582222222222222,1
2023-04-28,Dairy,West,960,7273,5.052978723404255,1
2023-04-28,Instant Food,North,213,1537,4.805454545454546,1
2023-04-28,Instant Food,South,238,1540,5.573,1
2023-04-28,Instant Food,West,349,2329,5.526428571428572,1
2023-04-28,Snacks,North,304,2426,4.556666666666668,1
2023-04-28,Snacks,South,363,2022,4.803333333333334,1
2023-04-28,Snacks,West,472,2911,4.946666666666667,1
2023-04-29,Beverages,North,81,465,5.246666666666667,1
2023-04-29,Beverages,South,57,526,5.283333333333334,0
2023-04-29,Beverages,West,24,291,5.529999999999999,0
2023-04-29,Dairy,North,1186,7369,4.862173913043479,1
2023-04-29,Dairy,South,963,6757,4.668863636363636,1
2023-04-29,Dairy,West,836,6249,5.057317073170732,1
2023-04-29,Instant Food,North,263,1939,5.201666666666667,1
2023-04-29,Instant Food,South,294,2168,6.006428571428572,0
2023-04-29,Instant Food,West,355,2513,5.3,1
2023-04-29,Snacks,North,351,1857,6.585833333333333,1
2023-04-29,Snacks,South,249,1873,4.655384615384616,1
2023-04-29,Snacks,West,174,1572,5.614166666666667,0
2023-04-30,Beverages,North,35,249,6.015000000000001,1
2023-04-30,Beverages,South,25,201,6.2,0
2023-04-30,Beverages,West,40,342,5.25,0
2023-04-30,Dairy,North,891,6432,5.485,1
2023-04-30,Dairy,South,831,6283,5.457674418604651,1
2023-04-30,Dairy,West,789,5871,5.023589743589743,1
2023-04-30,Instant Food,North,360,2135,5.503333333333333,1
2023-04-30,Instant Food,South,304,2068,5.026428571428572,1
2023-04-30,Instant Food,West,252,2113,4.994615384615385,1
2023-04-30,Snacks,North,250,1994,5.127142857142857,0
2023-04-30,Snacks,South,310,2389,5.237333333333334,1
2023-04-30,Snacks,West,251,1493,6.020909090909091,1
2023-05-01,Beverages,North,37,264,2.605,0
2023-05-01,Beverages,South,135,501,4.296666666666667,1
2023-05-01,Beverages,West,59,253,3.345,1
2023-05-01,Dairy,North,1113,7783,4.7181632653061225,1
2023-05-01,Dairy,South,975,6912,4.995681818181819,1
2023-05-01,Dairy,West,1055,7243,5.562272727272728,1
2023-05-01,Instant Food,North,245,2155,5.407857142857142,1
2023-05-01,Instant Food,South,281,2444,5.103571428571429,0
2023-05-01,Instant Food,West,321,2431,5.608666666666666,1
2023-05-01,Snacks,North,285,1918,5.825384615384616,1
2023-05-01,Snacks,South,278,2288,5.825833333333333,1
2023-05-01,Snacks,West,350,2729,4.838666666666667,1
2023-05-02,Beverages,North,73,575,6.173333333333333,0
2023-05-02,Beverages,South,52,345,5.63,1
2023-05-02,Beverages,West,42,324,8.14,0
2023-05-02,Dairy,North,817,6016,5.421904761904762,1
2023-05-02,Dairy,South,1129,7797,5.593695652173913,1
2023-05-02,Dairy,West,921,6370,5.340487804878049,1
2023-05-02,Instant Food,North,221,1882,6.218461538461539,1
2023-05-02,Instant Food,South,319,2699,5.275333333333333,1
2023-05-02,Instant Food,West,394,2581,4.269333333333333,1
2023-05-02,Snacks,North,244,1793,5.399166666666666,1
2023-05-02,Snacks,South,360,2029,4.951538461538462,1
2023-05-02,Snacks,West,198,1421,6.631818181818182,1
2023-05-03,Beverages,North,14,80,5.35,1
2023-05-03,Beverages,South,62,410,3.8,0
2023-05-03,Beverages,West,45,276,6.945,1
2023-05-03,Dairy,North,960,6953,4.6121428571428575,1
2023-05-03,Dairy,South,989,6564,5.616428571428572,1
2023-05-03,Dairy,West,1030,7349,5.100425531914894,1
2023-05-03,Instant Food,North,260,2069,5.887857142857143,1
2023-05-03,Instant Food,South,298,2051,5.664615384615384,1
2023-05-03,Instant Food,West,221,2186,6.17,0
2023-05-03,Snacks,North,333,2355,6.425714285714285,1
2023-05-03,Snacks,South,308,2066,4.668461538461538,1
2023-05-03,Snacks,West,344,2379,4.768,1
2023-05-04,Beverages,North,130,558,5.093333333333334,1
2023-05-04,Beverages,South,82,525,4.91,0
2023-05-04,Beverages,West,65,541,4.7,0
2023-05-04,Dairy,North,1059,6705,5.250487804878049,1
2023-05-04,Dairy,South,983,6311,4.928409090909091,1
2023-05-04,Dairy,West,876,6670,5.4330232558139535,1
2023-05-04,Instant Food,North,301,2393,4.326428571428571,1
2023-05-04,Instant Food,South,241,1883,4.743333333333333,1
2023-05-04,Instant Food,West,337,2435,5.845,1
2023-05-04,Snacks,North,277,2172,5.465,1
2023-05-04,Snacks,South,290,2291,5.405,1
2023-05-04,Snacks,West,327,1935,4.685,1
2023-05-05,Beverages,North,42,365,5.4,0
2023-05-05,Beverages,South,76,472,6.78,0
2023-05-05,Beverages,West,71,548,5.113333333333333,0
2023-05-05,Dairy,North,973,6303,5.149761904761904,1
2023-05-05,Dairy,South,850,6472,5.050000000000001,1
2023-05-05,Dairy,West,841,6247,5.273255813953488,1
2023-05-05,Instant Food,North,307,2423,5.718461538461539,1
2023-05-05,Instant Food,South,228,2074,4.818333333333333,1
2023-05-05,Instant Food,West,245,2110,5.245,1
2023-05-05,Snacks,North,306,2045,5.13909090909091,1
2023-05-05,Snacks,South,419,2606,4.765,1
2023-05-05,Snacks,West,455,2392,6.216666666666667,1
2023-05-06,Beverages,North,117,430,6.37,1
2023-05-06,Beverages,South,33,234,5.885,1
2023-05-06,Beverages,West,116,678,5.08,0
2023-05-06,Dairy,North,1085,7268,4.930888888888888,1
2023-05-06,Dairy,South,1000,7000,5.069111111111112,1
2023-05-06,Dairy,West,1131,7265,5.805681818181818,1
2023-05-06,Instant Food,North,206,1891,5.909285714285715,1
2023-05-06,Instant Food,South,210,1935,5.336153846153847,0
2023-05-06,Instant Food,West,268,1805,4.546923076923077,1
2023-05-06,Snacks,North,221,1919,5.028181818181818,1
2023-05-06,Snacks,South,292,1835,4.725833333333333,1
2023-05-06,Snacks,West,341,2146,5.253571428571428,1
2023-05-07,Beverages,North,37,293,4.225,0
2023-05-07,Beverages,South,55,418,2.74,1
2023-05-07,Beverages,West,67,481,5.436666666666667,0
2023-05-07,Dairy,North,1130,7531,5.306444444444444,1
2023-05-07,Dairy,South,1228,7255,5.3576595744680855,1
2023-05-07,Dairy,West,1150,7584,5.405744680851064,1
2023-05-07,Instant Food,North,209,1859,4.464615384615384,0
2023-05-07,Instant Food,South,250,2064,5.680000000000001,1
2023-05-07,Instant Food,West,186,1581,5.636666666666667,1
2023-05-07,Snacks,North,270,1940,6.228666666666667,1
2023-05-07,Snacks,South,371,2344,5.615,1
2023-05-07,Snacks,West,306,2179,5.503571428571428,0
2023-05-08,Beverages,North,55,223,3.26,1
2023-05-08,Beverages,South,82,621,5.4433333333333325,0
2023-05-08,Beverages,West,24,201,5.44,0
2023-05-08,Dairy,North,961,6781,4.773478260869566,1
2023-05-08,Dairy,South,873,6555,5.06046511627907,1
2023-05-08,Dairy,West,795,5627,5.661944444444444,1
2023-05-08,Instant Food,North,302,2350,5.2846153846153845,1
2023-05-08,Instant Food,South,420,2495,4.991333333333333,1
2023-05-08,Instant Food,West,280,1982,4.4191666666666665,1
2023-05-08,Snacks,North,357,2087,5.630769230769231,1
2023-05-08,Snacks,South,220,1538,6.112,1
2023-05-08,Snacks,West,313,2014,5.694166666666667,1
2023-05-09,Beverages,North,142,560,4.95,1
2023-05-09,Beverages,South,74,471,4.3933333333333335,0
2023-05-09,Beverages,West,78,452,4.666666666666667,1
2023-05-09,Dairy,North,1085,7351,5.4388,1
2023-05-09,Dairy,South,981,7304,5.229583333333333,1
2023-05-09,Dairy,West,1224,7672,5.614130434782608,1
2023-05-09,Instant Food,North,214,1679,5.677499999999999,1
2023-05-09,Instant Food,South,293,2227,5.863333333333333,1
2023-05-09,Instant Food,West,196,1761,4.364166666666667,0
2023-05-09,Snacks,North,326,2299,5.847857142857143,1
2023-05-09,Snacks,South,347,2094,5.332307692307692,1
2023-05-09,Snacks,West,278,1904,5.520769230769231,1
2023-05-10,Beverages,North,50,346,4.89,0
2023-05-10,Beverages,South,61,494,4.663333333333333,0
2023-05-10,Beverages,West,44,283,7.29,0
2023-05-10,Dairy,North,1136,6534,4.907608695652174,1
2023-05-10,Dairy,South,1087,7757,5.255384615384615,1
2023-05-10,Dairy,West,1122,7557,5.290212765957446,1
2023-05-10,Instant Food,North,256,2209,5.639230769230769,1
2023-05-10,Instant Food,South,330,2301,4.323571428571428,1
2023-05-10,Instant Food,West,292,2091,4.265714285714286,1
2023-05-10,Snacks,North,224,1722,5.350833333333333,1
2023-05-10,Snacks,South,269,1879,5.341818181818183,1
2023-05-10,Snacks,West,336,2302,4.696,1
2023-05-11,Beverages,North,37,156,5.65,1
2023-05-11,Beverages,South,66,493,6.38,0
2023-05-11,Beverages,West,30,220,4.0,0
2023-05-11,Dairy,North,1004,6659,4.71046511627907,1
2023-05-11,Dairy,South,1119,6977,4.873913043478261,1
2023-05-11,Dairy,West,1019,7588,5.042040816326531,1
2023-05-11,Instant Food,North,294,1950,5.091666666666667,1
2023-05-11,Instant Food,South,317,2171,6.309230769230769,1
2023-05-11,Instant Food,West,247,1754,5.1925,1
2023-05-11,Snacks,North,277,2067,5.636923076923077,1
2023-05-11,Snacks,South,304,2271,4.443076923076923,1
2023-05-11,Snacks,West,222,1820,5.4075,1
2023-05-12,Beverages,North,68,365,2.803333333333333,1
2023-05-12,Beverages,South,47,259,2.6,0
2023-05-12,Beverages,West,66,508,3.266666666666667,1
2023-05-12,Dairy,North,1063,7744,5.384081632653061,1
2023-05-12,Dairy,South,1047,7511,5.27,1
2023-05-12,Dairy,West,920,6787,5.311702127659575,1
2023-05-12,Instant Food,North,279,2088,4.887857142857143,1
2023-05-12,Instant Food,South,365,2398,6.088461538461539,1
2023-05-12,Instant Food,West,306,2174,4.573076923076924,1
2023-05-12,Snacks,North,364,2260,5.142142857142857,1
2023-05-12,Snacks,South,266,1777,5.460909090909091,1
2023-05-12,Snacks,West,265,2026,5.048333333333333,1
2023-05-13,Beverages,North,66,464,5.1000000000000005,1
2023-05-13,Beverages,South,75,413,5.646666666666667,1
2023-05-13,Beverages,West,51,300,4.58,1
2023-05-13,Dairy,North,1135,8059,5.154400000000001,1
2023-05-13,Dairy,South,986,6795,5.220666666666667,1
2023-05-13,Dairy,West,1146,7448,5.227777777777778,1
2023-05-13,Instant Food,North,264,1804,4.473636363636364,1
2023-05-13,Instant Food,South,226,1749,5.781666666666666,1
2023-05-13,Instant Food,West,293,2178,5.504615384615385,1
2023-05-13,Snacks,North,267,2086,5.712857142857144,1
2023-05-13,Snacks,South,300,2008,4.377692307692308,1
2023-05-13,Snacks,West,257,2091,5.542307692307692,0
2023-05-14,Beverages,North,73,463,5.1066666666666665,0
2023-05-14,Beverages,South,87,467,6.466666666666666,1
2023-05-14,Beverages,West,85,495,5.7700000000000005,0
2023-05-14,Dairy,North,1093,7337,5.278095238095238,1
2023-05-14,Dairy,South,983,6971,5.841363636363636,1
2023-05-14,Dairy,West,1129,7893,4.630612244897959,1
2023-05-14,Instant Food,North,342,2330,5.831538461538462,1
2023-05-14,Instant Food,South,174,1565,5.671666666666667,1
2023-05-14,Instant Food,West,244,1848,4.922727272727273,1
2023-05-14,Snacks,North,259,2151,5.646153846153847,1
2023-05-14,Snacks,South,321,2084,5.391538461538461,1
2023-05-14,Snacks,West,290,2408,5.042857142857143,0
2023-05-15,Beverages,North,54,454,2.306666666666666,0
2023-05-15,Beverages,South,13,123,6.33,0
2023-05-15,Beverages,West,37,305,5.18,0
2023-05-15,Dairy,North,1298,8295,5.745,1
2023-05-15,Dairy,South,1085,7326,5.2632,1
2023-05-15,Dairy,West,919,7312,5.605111111111111,1
2023-05-15,Instant Food,North,293,1803,5.863846153846154,1
2023-05-15,Instant Food,South,213,1932,4.816923076923077,1
2023-05-15,Instant Food,West,301,2259,4.698571428571428,1
2023-05-15,Snacks,North,329,2219,6.189285714285715,1
2023-05-15,Snacks,South,326,1987,5.366923076923077,1
2023-05-15,Snacks,West,263,1563,5.356363636363636,1
2023-05-16,Beverages,North,0,0,2.28,0
2023-05-16,Beverages,South,70,413,3.94,0
2023-05-16,Beverages,West,62,451,4.786666666666666,0
2023-05-16,Dairy,North,994,7364,5.651458333333333,1
2023-05-16,Dairy,South,1134,7750,5.070816326530612,1
2023-05-16,Dairy,West,1100,7255,5.2578,1
2023-05-16,Instant Food,North,280,2222,4.987857142857143,1
2023-05-16,Instant Food,South,180,1645,5.077,0
2023-05-16,Instant Food,West,269,2280,5.494615384615385,1
2023-05-16,Snacks,North,253,1848,4.883636363636364,1
2023-05-16,Snacks,South,238,2061,4.743076923076924,1
2023-05-16,Snacks,West,288,1876,5.217692307692308,1
2023-05-17,Beverages,North,136,701,6.580000000000001,1
2023-05-17,Beverages,South,28,173,6.89,0
2023-05-17,Beverages,West,18,98,2.56,1
2023-05-17,Dairy,North,1151,7793,5.740416666666667,1
2023-05-17,Dairy,South,965,7173,5.431914893617021,1
2023-05-17,Dairy,West,1223,7674,4.980816326530612,1
2023-05-17,Instant Food,North,238,1879,4.546666666666667,1
2023-05-17,Instant Food,South,339,2495,5.779285714285714,1
2023-05-17,Instant Food,West,334,2436,4.3585714285714285,1
2023-05-17,Snacks,North,380,2186,5.708461538461539,1
2023-05-17,Snacks,South,192,1609,5.284545454545454,0
2023-05-17,Snacks,West,282,2048,5.039333333333333,1
2023-05-18,Beverages,North,98,360,6.865,1
2023-05-18,Beverages,South,79,450,6.906666666666667,1
2023-05-18,Beverages,West,46,354,6.153333333333333,0
2023-05-18,Dairy,North,925,6893,5.123043478260869,1
2023-05-18,Dairy,South,956,7009,5.710222222222222,1
2023-05-18,Dairy,West,1003,6535,5.250731707317073,1
2023-05-18,Instant Food,North,265,1984,4.4738461538461545,1
2023-05-18,Instant Food,South,230,1705,4.578,1
2023-05-18,Instant Food,West,237,1829,4.679090909090909,1
2023-05-18,Snacks,North,231,1788,5.373846153846154,0
2023-05-18,Snacks,South,240,1499,5.417692307692308,1
2023-05-18,Snacks,West,308,1998,5.846923076923077,1
2023-05-19,Beverages,North,106,475,4.583333333333333,1
2023-05-19,Beverages,South,43,205,6.79,1
2023-05-19,Beverages,West,37,309,4.76,0
2023-05-19,Dairy,North,831,6595,5.052954545454545,1
2023-05-19,Dairy,South,993,6368,4.7425,1
2023-05-19,Dairy,West,1102,7264,5.578749999999999,1
2023-05-19,Instant Food,North,237,1884,5.204615384615384,1
2023-05-19,Instant Food,South,248,1990,5.278181818181818,1
2023-05-19,Instant Food,West,175,1638,6.343999999999999,1
2023-05-19,Snacks,North,230,1729,6.186153846153847,1
2023-05-19,Snacks,South,211,1672,5.263,0
2023-05-19,Snacks,West,306,2105,5.280769230769232,1
2023-05-20,Beverages,North,42,241,7.279999999999999,0
2023-05-20,Beverages,South,62,491,5.206666666666667,0
2023-05-20,Beverages,West,65,425,5.023333333333333,0
2023-05-20,Dairy,North,1062,7846,4.91,1
2023-05-20,Dairy,South,1137,8137,5.138571428571429,1
2023-05-20,Dairy,West,989,7148,5.0475,1
2023-05-20,Instant Food,North,242,2352,6.367142857142857,1
2023-05-20,Instant Food,South,292,2232,6.245333333333334,1
2023-05-20,Instant Food,West,292,2319,4.554666666666667,1
2023-05-20,Snacks,North,273,2027,5.183333333333334,1
2023-05-20,Snacks,South,219,1558,4.468,1
2023-05-20,Snacks,West,236,1848,6.004615384615385,0
2023-05-21,Beverages,North,78,463,5.636666666666667,1
2023-05-21,Beverages,South,64,442,7.1866666666666665,0
2023-05-21,Beverages,West,87,543,6.5,0
2023-05-21,Dairy,North,1106,8059,5.0138,1
2023-05-21,Dairy,South,1171,8025,5.22595744680851,1
2023-05-21,Dairy,West,1383,7761,4.743061224489796,1
2023-05-21,Instant Food,North,351,2330,5.372857142857143,1
2023-05-21,Instant Food,South,223,2156,5.185384615384615,0
2023-05-21,Instant Food,West,124,1194,5.266,0
2023-05-21,Snacks,North,298,2079,4.917333333333334,1
2023-05-21,Snacks,South,215,1808,4.512307692307693,0
2023-05-21,Snacks,West,286,2260,5.335714285714286,1
2023-05-22,Beverages,North,74,377,6.046666666666667,1
2023-05-22,Beverages,South,47,305,6.830000000000001,0
2023-05-22,Beverages,West,78,467,5.476666666666667,0
2023-05-22,Dairy,North,1160,8321,5.298936170212766,1
2023-05-22,Dairy,South,892,6441,4.649767441860465,1
2023-05-22,Dairy,West,1165,8065,5.736875,1
2023-05-22,Instant Food,North,179,1727,5.043076923076924,1
2023-05-22,Instant Food,South,201,1850,5.783333333333334,0
2023-05-22,Instant Food,West,330,2262,4.395714285714286,1
2023-05-22,Snacks,North,246,1586,5.773076923076923,1
2023-05-22,Snacks,South,286,2125,4.383571428571428,1
2023-05-22,Snacks,West,183,1728,5.131666666666667,0
2023-05-23,Beverages,North,19,156,7.56,0
2023-05-23,Beverages,South,47,294,3.9966666666666666,1
2023-05-23,Beverages,West,28,229,5.765000000000001,0
2023-05-23,Dairy,North,1083,7277,5.373777777777778,1
2023-05-23,Dairy,South,999,7548,5.148695652173913,1
2023-05-23,Dairy,West,867,6768,4.942127659574468,1
2023-05-23,Instant Food,North,221,1933,6.144545454545455,1
2023-05-23,Instant Food,South,293,2350,6.063076923076922,1
2023-05-23,Instant Food,West,342,2781,5.3100000000000005,1
2023-05-23,Snacks,North,305,2336,4.991428571428572,1
2023-05-23,Snacks,South,296,1855,5.620833333333334,1
2023-05-23,Snacks,West,197,1414,5.976363636363636,1
2023-05-24,Beverages,North,15,80,5.755,0
2023-05-24,Beverages,South,37,277,4.415,0
2023-05-24,Beverages,West,19,143,5.895,1
2023-05-24,Dairy,North,1052,7204,4.656875,1
2023-05-24,Dairy,South,1020,7154,5.325681818181818,1
2023-05-24,Dairy,West,1138,7652,5.2175,1
2023-05-24,Instant Food,North,173,1606,5.569999999999999,1
2023-05-24,Instant Food,South,224,1847,5.901538461538461,1
2023-05-24,Instant Food,West,243,2300,6.658571428571428,1
2023-05-24,Snacks,North,340,2208,4.801428571428572,1
2023-05-24,Snacks,South,323,2204,4.413571428571428,1
2023-05-24,Snacks,West,276,2070,6.01,1
2023-05-25,Beverages,North,53,296,5.8,1
2023-05-25,Beverages,South,29,186,3.91,0
2023-05-25,Beverages,West,39,350,7.12,0
2023-05-25,Dairy,North,1142,7668,5.105098039215687,1
2023-05-25,Dairy,South,907,6424,5.4809090909090905,1
2023-05-25,Dairy,West,975,6571,4.851951219512196,1
2023-05-25,Instant Food,North,261,2162,5.232857142857143,1
2023-05-25,Instant Food,South,262,2367,5.656000000000001,1
2023-05-25,Instant Food,West,234,2015,5.066153846153847,1
2023-05-25,Snacks,North,359,2494,6.016,1
2023-05-25,Snacks,South,334,2022,5.646666666666667,1
2023-05-25,Snacks,West,278,1983,4.739166666666667,1
2023-05-26,Beverages,North,65,567,5.960000000000001,0
2023-05-26,Beverages,South,66,468,3.6,0
2023-05-26,Beverages,West,64,500,5.626666666666668,0
2023-05-26,Dairy,North,1029,7250,5.036382978723404,1
2023-05-26,Dairy,South,1051,6990,5.245434782608696,1
2023-05-26,Dairy,West,1038,6681,4.963023255813954,1
2023-05-26,Instant Food,North,181,1582,4.733,1
2023-05-26,Instant Food,South,254,1778,5.897692307692308,1
2023-05-26,Instant Food,West,322,2422,5.4673333333333325,1
2023-05-26,Snacks,North,276,1999,5.234166666666667,1
2023-05-26,Snacks,South,312,2413,5.652666666666667,1
2023-05-26,Snacks,West,268,1923,5.291666666666667,1
2023-05-27,Beverages,North,103,560,6.963333333333334,1
2023-05-27,Beverages,South,60,324,6.8500000000000005,1
2023-05-27,Beverages,West,106,507,6.153333333333333,1
2023-05-27,Dairy,North,1231,7211,5.012682926829268,1
2023-05-27,Dairy,South,1225,7987,5.281428571428572,1
2023-05-27,Dairy,West,1139,7315,5.002340425531915,1
2023-05-27,Instant Food,North,295,2456,5.241428571428571,1
2023-05-27,Instant Food,South,306,2233,6.368571428571428,1
2023-05-27,Instant Food,West,271,1874,5.781818181818182,1
2023-05-27,Snacks,North,286,1925,5.201333333333333,1
2023-05-27,Snacks,South,403,2130,4.561538461538461,1
2023-05-27,Snacks,West,322,2512,5.138235294117647,1
2023-05-28,Beverages,North,61,329,2.9,1
2023-05-28,Beverages,South,49,428,8.7,0
2023-05-28,Beverages,West,88,536,4.64,1
2023-05-28,Dairy,North,1118,8386,4.77530612244898,1
2023-05-28,Dairy,South,1180,7501,5.173673469387755,1
2023-05-28,Dairy,West,1135,6501,5.709148936170212,1
2023-05-28,Instant Food,North,236,2089,4.506923076923076,1
2023-05-28,Instant Food,South,228,2058,4.116923076923078,1
2023-05-28,Instant Food,West,210,1694,4.375384615384615,1
2023-05-28,Snacks,North,375,2433,4.19,1
2023-05-28,Snacks,South,425,2505,6.3053333333333335,1
2023-05-28,Snacks,West,363,2252,4.483333333333333,1
2023-05-29,Beverages,North,36,356,5.01,0
2023-05-29,Beverages,South,57,378,4.615,0
2023-05-29,Beverages,West,58,464,5.37,0
2023-05-29,Dairy,North,1091,6407,5.038139534883721,1
2023-05-29,Dairy,South,858,5663,5.395641025641026,1
